ID,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct,Avg_Open_To_Buy,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040,x041,x042,x043,x044,x045,x046,x047,x048,x049,x050,x051,x052,x053,x054,x055,x056,x057,x058,x059,x060,x061,x062,x063,x064,x065,x066,x067,x068,x069,x070,x071,x072,x073,x074,x075,x076,x077,x078,x079,x080,x081,x082,x083,x084,x085,x086,x087,x088,x089,x090,x091,x092,x093,x094,x095,x096,x097,x098,x099,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,Score
548167,263.0,1.0,68.0,263.0,0,4,4,1,4,9,3,9,3,33,20,13,6,6,16,9,3,3,14,1,1,1,1,3,10,6,0,1,2,2,3,0,1,2,2,0.4376,15850,8913,4000.0,0.0,2,2,0,0,0,1,1,0,2,0,0,0.8728,0.0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,90,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,77.0,1,1,0,0,0,0,0,9,1,0,1,7,29,0,0,0,2,2,0,0,17,21,27,0,0,0,1,1,0,0,17,19,25,0,0,11,12,12,0,0,17,18,24,0,0,6,6,12,0,4.0,0,0,0,4,4,0,5.0,0,0,0,0,6,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,3,9,51,0,0,2,6,8,0,0,23,29,37,0,0,2,3,3,0,0,21,23,29,0,0,13,14,14,0,0,19,20,26,0,0,6,6,12,0.8888,0.8888,6,3,1,0,0,0,3,4,4,6937,2182.0,4000.0,8913,263.0,1.0,76.2727,6,1,0.0299,9,1,1,1,1,1,1,1,1,0,5.0,1,137.0,137.0,137.0,315392,1.1066,1,1,1,1,34313,36.0,23.0,29.5,0.6548,1,1,1,0.8605,364020,9,0.0299,1,1,1,364020,323800,40220,1,1,1,8,0,5.0,84.0,23.0,48.125,41691,357083,0.6342,7378,0.5531,34313,0.6548,1,1,1,0,5.0,7378,0.5531,639
1297586,168.0,10.0,71.0,185.0,0,0,1,4,1,0,0,1,7,14,8,6,7,6,3,3,2,2,9,1,1,1,1,4,2,4,0,0,0,1,4,0,0,0,1,0.8297,14000,2384,5000.0,2000.0,0,0,0,0,1,0,0,0,0,2,1,1.0078,0.4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,91.0,1,1,0,0,0,0,0,4,0,1,0,3,26,1,2,2,2,3,2,3,3,5,22,1,1,1,1,5,1,1,1,3,19,0,0,0,0,1,0,0,0,2,14,0,0,0,2,13,1,3.0,1,2,2,2,2,0,5.0,1,1,1,1,8,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,4,30,1,2,2,2,3,2,3,3,5,22,1,1,1,1,5,1,1,1,3,19,0,0,0,0,1,0,0,0,2,14,0,0,0,2,13,1.0,1.0,3,2,1,0,0,0,0,0,1,6577,2421.0,4500.0,2423,23.0,10.0,17.6666,1,1,0.9875,1975,1,1,1,1,1,1,1,1,0,5.0,1,146.0,146.0,146.0,123184,0.9661,1,1,1,1,27233,17.0,17.0,17.0,0.8342,1,1,1,0.6169,186432,1975,0.9875,1,1,2,186432,149558,36874,1,1,1,3,0,5.0,168.0,17.0,117.6666,51632,174816,0.9335,24399,1.0766,27233,0.8342,1,1,1,0,5.0,24399,1.0766,563
